"Invested In","NSE Code","BSE Code","Sector","Market Value Latest Price","Value as of <br> 31 Jul, 2025","% of Total Holding","Quantity","Month Change <br> in Shares","Month Change <br> in Shares %","History "
"Bajaj Auto Ltd","BAJAJ-AUTO","532977","Consumer Cyclical","259541100","228396000","1.19","28521","2312","8.82","https://trendlyne.com/mutual-fund/holding-history/9713/144/"
"Divi's Laboratories Ltd","DIVISLAB","532488","Healthcare","213270936","228053000","1.19","34577","-2761","-7.39","https://trendlyne.com/mutual-fund/holding-history/9713/336/"
"Godrej Properties Ltd","GODREJPROP","533150","Real Estate","215850450","225378000","1.18","107175","1734","1.64","https://trendlyne.com/mutual-fund/holding-history/9713/478/"
"Amber Enterprises India Ltd Ordinary Shares","AMBER","540902","Consumer Cyclical","212098510","220215000","1.15","27653","-3006","-9.8","https://trendlyne.com/mutual-fund/holding-history/9713/73518/"
"Avenue Supermarts Ltd","DMART","540376","Consumer Defensive","242803691.2","219549000","1.14","51448","6609","14.74","https://trendlyne.com/mutual-fund/holding-history/9713/53208/"
"Prestige Estates Projects Ltd","PRESTIGE","533274","Real Estate","197128987.2","204041000","1.06","125448","","","https://trendlyne.com/mutual-fund/holding-history/9713/1071/"
"JSW Steel Ltd","JSWSTEEL","500228","Basic Materials","205480214","200246000","1.04","191020","","","https://trendlyne.com/mutual-fund/holding-history/9713/699/"
"CG Power & Industrial Solutions Ltd","CGPOWER","500093","Industrials","213297681.6","190832000","1","288396","17270","6.37","https://trendlyne.com/mutual-fund/holding-history/9713/293/"
"KFin Technologies Ltd","KFINTECH","543720","Technology","177703348.4","181064000","0.94","167203","20259","13.79","https://trendlyne.com/mutual-fund/holding-history/9713/1253626/"
"Hyundai Motor India Ltd","HYUNDAI","544274","Consumer Cyclical","209248368","179073000","0.93","83220","39642","90.97","https://trendlyne.com/mutual-fund/holding-history/9713/2710663/"
"Vedanta Ltd","VEDL","500295","Basic Materials","177237342.2","171730000","0.9","403454","13566","3.48","https://trendlyne.com/mutual-fund/holding-history/9713/1289/"
"Lodha Developers Ltd","LODHA","543287","Real Estate","156065087.2","160282000","0.84","130141","4200","3.33","https://trendlyne.com/mutual-fund/holding-history/9713/460813/"
"Torrent Pharmaceuticals Ltd","TORNTPHARM","500420","Healthcare","153813618.5","159588000","0.83","42649","14291","50.39","https://trendlyne.com/mutual-fund/holding-history/9713/1409/"
"Cholamandalam Investment and Finance Co Ltd","CHOLAFIN","511243","Financial Services","155079808","156097000","0.81","108160","","","https://trendlyne.com/mutual-fund/holding-history/9713/262/"
"Alkem Laboratories Ltd","ALKEM","539523","Healthcare","163259980","155270000","0.81","30862","-5911","-16.07","https://trendlyne.com/mutual-fund/holding-history/9713/1878/"
"Craftsman Automation Ltd","CRAFTSMAN","543276","Consumer Cyclical","158044755","155228000","0.81","22990","-1967","-7.88","https://trendlyne.com/mutual-fund/holding-history/9713/445359/"
"INOX Green Energy Services Ltd","INOXGREEN","543667","Utilities","137005821.8","147718000","0.77","894878","","","https://trendlyne.com/mutual-fund/holding-history/9713/1127763/"
"Titan Co Ltd","TITAN","500114","Consumer Cyclical","151932480","138197000","0.72","41286","515","1.26","https://trendlyne.com/mutual-fund/holding-history/9713/1403/"
"Trent Ltd","TRENT","500251","Consumer Cyclical","139608559.5","129961000","0.68","25899","","","https://trendlyne.com/mutual-fund/holding-history/9713/1412/"
"Ethos Ltd","ETHOSLTD","543532","Consumer Cyclical","96532114.8","113377000","0.59","41074","3511","9.35","https://trendlyne.com/mutual-fund/holding-history/9713/877860/"
"Fortis Healthcare Ltd","FORTIS","532843","Healthcare","118159398","107829000","0.56","125755","","","https://trendlyne.com/mutual-fund/holding-history/9713/424/"
"Siemens Energy India Ltd","ENRIN","544390","Utilities","105361382.1","97108000","0.51","29991","-3611","-10.75","https://trendlyne.com/mutual-fund/holding-history/9713/3145560/"
"Asian Paints Ltd","ASIANPAINT","500820","Basic Materials","99371049.9","93144000","0.49","38873","","","https://trendlyne.com/mutual-fund/holding-history/9713/117/"
"AWL Agri Business Ltd","AWL","543458","Consumer Defensive","91028250","90459000","0.47","345000","345000","New","https://trendlyne.com/mutual-fund/holding-history/9713/755501/"
"Zinka Logistics Solutions Ltd","BLACKBUCK","544288","Technology","111847290.95","88103000","0.46","189043","","","https://trendlyne.com/mutual-fund/holding-history/9713/2779148/"
"Max Financial Services Ltd","MFSL","500271","Financial Services","93944775.6","87782000","0.46","58467","-157","-0.27","https://trendlyne.com/mutual-fund/holding-history/9713/845/"
"Syngene International Ltd","SYNGENE","539268","Healthcare","77676042.5","85654000","0.45","119963","","","https://trendlyne.com/mutual-fund/holding-history/9713/1771/"
"HDFC Asset Management Co Ltd","HDFCAMC","541729","Financial Services","81379831.5","82202000","0.43","14549","","","https://trendlyne.com/mutual-fund/holding-history/9713/94155/"
"Tata Power Co Ltd","TATAPOWER","500400","Utilities","75085925.7","77232000","0.4","194171","","","https://trendlyne.com/mutual-fund/holding-history/9713/1364/"
"Bharat Electronics Ltd","BEL","500049","Industrials","73773383.8","74808000","0.39","195271","","","https://trendlyne.com/mutual-fund/holding-history/9713/175/"
"Sona BLW Precision Forgings Ltd","SONACOMS","543300","Consumer Cyclical","52313915.15","52867000","0.28","117599","-59830","-33.72","https://trendlyne.com/mutual-fund/holding-history/9713/547977/"
"AstraZeneca Pharma India Ltd","ASTRAZEN","506820","Healthcare","52249727.5","52700000","0.27","5737","1055","22.53","https://trendlyne.com/mutual-fund/holding-history/9713/124/"
"Vedant Fashions Ltd","MANYAVAR","543463","Consumer Cyclical","51348043.25","51592000","0.27","68845","","","https://trendlyne.com/mutual-fund/holding-history/9713/816269/"
"Poonawalla Fincorp Ltd","POONAWALLA","524000","Financial Services","36740066.85","35504000","0.19","84083","-87815","-51.09","https://trendlyne.com/mutual-fund/holding-history/9713/813/"
"Knowledge Marine & Engineering Works Ltd Ordinary Shares","","543273","Industrials","18558280","17343000","0.09","10426","-5500","-34.53","https://trendlyne.com/mutual-fund/holding-history/9713/445358/"
