"Invested In","NSE Code","BSE Code","Sector","Market Value Latest Price","Value as of <br> 30 Apr, 2025","% of Total Holding","Quantity","Month Change <br> in Shares","Month Change <br> in Shares %","History "
"Marico Ltd","MARICO","531642","Consumer Defensive","206213116.2","204715000","1.52","288148","","","/mutual-fund/holding-history/189785/840/"
"GE Vernova T&D India Ltd","GVT&D","522275","Industrials","288083412.5","204102000","1.52","130325","11015","9.23","/mutual-fund/holding-history/189785/67/"
"Bharat Electronics Ltd","BEL","500049","Industrials","250104173.8","203834000","1.51","648947","","","/mutual-fund/holding-history/189785/175/"
"InterGlobe Aviation Ltd","INDIGO","539448","Industrials","202125540","199691000","1.48","38040","","","/mutual-fund/holding-history/189785/1784/"
"ZF Commercial Vehicle Control Systems India Ltd","ZFCVINDIA","533023","Consumer Cyclical","201200355","193805000","1.44","15471","","","/mutual-fund/holding-history/189785/1508/"
"PB Fintech Ltd","POLICYBZR","543390","Financial Services","202784392.9","184818000","1.37","113713","","","/mutual-fund/holding-history/189785/710819/"
"Abbott India Ltd","ABBOTINDIA","500488","Healthcare","184162525","181499000","1.35","6053","-1186","-16.38","/mutual-fund/holding-history/189785/18/"
"Crompton Greaves Consumer Electricals Ltd","CROMPTON","539876","Consumer Cyclical","191621892","181048000","1.34","536756","-51000","-8.68","/mutual-fund/holding-history/189785/2020/"
"JSW Energy Ltd","JSWENERGY","533148","Utilities","183648974.25","176947000","1.31","369255","","","/mutual-fund/holding-history/189785/697/"
"Aurobindo Pharma Ltd","AUROPHARMA","524804","Healthcare","167619708","172953000","1.28","140715","28268","25.14","/mutual-fund/holding-history/189785/132/"
"TVS Motor Co Ltd","TVSMOTOR","532343","Consumer Cyclical","180527455.7","172293000","1.28","64481","","","/mutual-fund/holding-history/189785/1430/"
"SRF Ltd","SRF","503806","Industrials","156204429.6","163179000","1.21","54232","5777","11.92","/mutual-fund/holding-history/189785/1283/"
"Emami Ltd","EMAMILTD","531162","Consumer Defensive","152051430.05","161117000","1.2","257911","","","/mutual-fund/holding-history/189785/374/"
"Gokaldas Exports Ltd","GOKEX","532630","Consumer Cyclical","177555072","159602000","1.19","188088","19842","11.79","/mutual-fund/holding-history/189785/480/"
"Supreme Industries Ltd","SUPREMEIND","509930","Industrials","186989206.8","157546000","1.17","44517","-10000","-18.34","/mutual-fund/holding-history/189785/1324/"
"Navin Fluorine International Ltd","NAVINFLUOR","532504","Basic Materials","139604965.1","148530000","1.1","32849","","","/mutual-fund/holding-history/189785/914/"
"Jubilant Foodworks Ltd","JUBLFOOD","533155","Consumer Cyclical","132440352","141838000","1.05","198264","","","/mutual-fund/holding-history/189785/701/"
"Jio Financial Services Ltd","JIOFIN","543940","Financial Services","153464353","137149000","1.02","526645","526645","New","/mutual-fund/holding-history/189785/1564869/"
"Vishal Mega Mart Ltd","VMM","544307","Consumer Cyclical","141392721","133750000","0.99","1128884","","","/mutual-fund/holding-history/189785/2839786/"
"Nippon Life India Asset Management Ltd Ordinary Shares","NAM-INDIA","540767","Financial Services","151431143.6","129807000","0.96","203236","203236","New","/mutual-fund/holding-history/189785/64356/"
"JSW Infrastructure Ltd","JSWINFRA","543994","Industrials","126232786","129406000","0.96","440680","","","/mutual-fund/holding-history/189785/1698179/"
"SBI Cards and Payment Services Ltd Ordinary Shares","SBICARD","543066","Financial Services","130632880.5","124756000","0.93","142815","","","/mutual-fund/holding-history/189785/188792/"
"Endurance Technologies Ltd","ENDURANCE","540153","Consumer Cyclical","160187446.8","122648000","0.91","65412","","","/mutual-fund/holding-history/189785/4797/"
"Multi Commodity Exchange of India Ltd","MCX","534091","Financial Services","119939592","114422000","0.85","18672","18672","New","/mutual-fund/holding-history/189785/853/"
"Greenply Industries Ltd","GREENPLY","526797","Basic Materials","117445911","106916000","0.79","368169","","","/mutual-fund/holding-history/189785/494/"
"Cummins India Ltd","CUMMINSIND","500480","Industrials","108539865","105494000","0.78","36435","","","/mutual-fund/holding-history/189785/297/"
"Awfis Space Solutions Ltd","AWFIS","544181","Industrials","108771855.5","105161000","0.78","164122","","","/mutual-fund/holding-history/189785/2278178/"
"Campus Activewear Ltd","CAMPUS","543523","Consumer Cyclical","117051216.36","103264000","0.77","425517","","","/mutual-fund/holding-history/189785/877863/"
"Suven Pharmaceuticals Ltd","COHANCE","543064","Healthcare","98811504","103176000","0.77","90736","90736","New","/mutual-fund/holding-history/189785/191143/"
"L&T Technology Services Ltd","LTTS","540115","Technology","103022712","98646000","0.73","23172","-15963","-40.79","/mutual-fund/holding-history/189785/4708/"
"Schaeffler India Ltd","SCHAEFFLER","505790","Consumer Cyclical","112943310","98405000","0.73","28335","","","/mutual-fund/holding-history/189785/406/"
"Aadhar Housing Finance Ltd","AADHARHFC","544176","Financial Services","92694568.95","97277000","0.72","208279","","","/mutual-fund/holding-history/189785/2249184/"
"Cholamandalam Investment and Finance Co Ltd","CHOLAFIN","511243","Financial Services","108349568.4","97093000","0.72","65067","-20000","-23.51","/mutual-fund/holding-history/189785/262/"
"JK Lakshmi Cement Ltd","JKLAKSHMI","500380","Basic Materials","106341388.5","95462000","0.71","122867","","","/mutual-fund/holding-history/189785/685/"
"KEC International Ltd","KEC","532714","Industrials","106233822.8","86077000","0.64","123284","-100000","-44.79","/mutual-fund/holding-history/189785/727/"
"AU Small Finance Bank Ltd","AUBANK","540611","Financial Services","86778408.4","83982000","0.62","123757","123757","New","/mutual-fund/holding-history/189785/54902/"
"Quess Corp Ltd","QUESS","539978","Industrials","83179140","83431000","0.62","252058","","","/mutual-fund/holding-history/189785/4595/"
"Inventurus Knowledge Solutions Ltd","IKS","544309","Healthcare","81562421.5","76616000","0.57","51901","","","/mutual-fund/holding-history/189785/2842042/"
"Trent Ltd","TRENT","500251","Consumer Cyclical","76472706","70977000","0.53","13722","-3150","-18.67","/mutual-fund/holding-history/189785/1412/"
"Power Finance Corp Ltd","PFC","532810","Financial Services","70159251.6","69191000","0.51","169836","","","/mutual-fund/holding-history/189785/1026/"
"PI Industries Ltd","PIIND","523642","Basic Materials","63562632","61669000","0.46","16941","16941","New","/mutual-fund/holding-history/189785/1038/"
"Bluspring Enterpri","","","","","44156000","0.33","252058","252058","New",""
"Digitide Solutions","","","","","36730000","0.27","252058","252058","New",""
