"Invested In","NSE Code","BSE Code","Sector","Market Value Latest Price","Value as of <br> 31 May, 2025","% of Total Holding","Quantity","Month Change <br> in Shares","Month Change <br> in Shares %","History "
"Multi Commodity Exchange of India Ltd","MCX","534091","Financial Services","1106268402.5","933067000","1.13","141331","","","/mutual-fund/holding-history/9129/853/"
"Gujarat Alkalies & Chemicals Ltd","GUJALKALI","530001","Basic Materials","950892061.65","926125000","1.12","1613459","20000","1.26","/mutual-fund/holding-history/9129/510/"
"DLF Ltd","DLF","532868","Real Estate","944900000","877635000","1.06","1100000","357975","48.24","/mutual-fund/holding-history/9129/337/"
"Supreme Petrochem Ltd","SPLPETRO","500405","Basic Materials","925551647.55","870144000","1.05","1217751","145631","13.58","/mutual-fund/holding-history/9129/1322/"
"Rolex Rings Ltd","ROLEXRINGS","543325","Industrials","795438968.5","846676000","1.03","528215","","","/mutual-fund/holding-history/9129/612873/"
"FDC Ltd","FDC","531599","Healthcare","932107912.75","834477000","1.01","1901291","177934","10.32","/mutual-fund/holding-history/9129/410/"
"Carborundum Universal Ltd","CARBORUNIV","513375","Industrials","744386283.9","786494000","0.95","792997","","","/mutual-fund/holding-history/9129/238/"
"Ingersoll-Rand (India) Ltd","INGERRAND","500210","Industrials","767832290.1","785245000","0.95","200379","","","/mutual-fund/holding-history/9129/631/"
"Cyient Ltd","CYIENT","532175","Industrials","746195062.2","762674000","0.92","566286","26096","4.83","/mutual-fund/holding-history/9129/301/"
"Galaxy Surfactants Ltd","GALAXYSURF","540935","Basic Materials","811920758.4","746678000","0.9","323784","","","/mutual-fund/holding-history/9129/74800/"
"Gateway Distriparks Ltd","GATEWAY","543489","Industrials","738825983.52","731026000","0.89","11470672","","","/mutual-fund/holding-history/9129/852172/"
"Nuvoco Vista Corp Ltd","NUVOCO","543334","Basic Materials","713103547.9","729306000","0.88","2038021","","","/mutual-fund/holding-history/9129/622855/"
"Graphite India Ltd","GRAPHITE","509488","Industrials","690967039.4","700848000","0.85","1283252","","","/mutual-fund/holding-history/9129/489/"
"Repco Home Finance Ltd","REPCOHOME","535322","Financial Services","756031446.75","699094000","0.85","1790483","","","/mutual-fund/holding-history/9129/1132/"
"LIC Housing Finance Ltd","LICHSGFIN","500253","Financial Services","700043981","689581000","0.84","1156142","453245","64.48","/mutual-fund/holding-history/9129/790/"
"CMS Info Systems Ltd","CMSINFO","543441","Industrials","684250000","688870000","0.83","1400000","523752","59.77","/mutual-fund/holding-history/9129/755507/"
"Andhra Paper Ltd","ANDHRAPAP","502330","Basic Materials","683320315.68","659295000","0.8","8550054","","","/mutual-fund/holding-history/9129/641/"
"CESC Ltd","CESC","500084","Utilities","680629903.65","658530000","0.8","4054989","-1803781","-30.79","/mutual-fund/holding-history/9129/256/"
"Schaeffler India Ltd","SCHAEFFLER","505790","Consumer Cyclical","612809288","638844000","0.77","152516","-20000","-11.59","/mutual-fund/holding-history/9129/406/"
"Indian Energy Exchange Ltd","IEX","540750","Financial Services","604151677.3","637363000","0.77","3178073","","","/mutual-fund/holding-history/9129/63143/"
"ICRA Ltd","ICRA","532835","Financial Services","626556853","628936000","0.76","93314","","","/mutual-fund/holding-history/9129/586/"
"Computer Age Management Services Ltd Ordinary Shares","CAMS","543232","Technology","636897269.2","612497000","0.74","154628","","","/mutual-fund/holding-history/9129/297909/"
"Kansai Nerolac Paints Ltd","KANSAINER","500165","Basic Materials","576671699.4","604802000","0.73","2383926","24152","1.02","/mutual-fund/holding-history/9129/718/"
"PNC Infratech Ltd","PNCINFRA","539150","Industrials","609023475.9","587104000","0.71","2010974","","","/mutual-fund/holding-history/9129/1717/"
"Sagar Cements Ltd","SAGCEM","502090","Basic Materials","543293930.04","580657000","0.7","2418294","","","/mutual-fund/holding-history/9129/1163/"
"KSB Ltd","KSB","500249","Industrials","543729874.4","563301000","0.68","665683","75782","12.85","/mutual-fund/holding-history/9129/768/"
