"Invested In","NSE Code","BSE Code","Sector","Market Value Latest Price","Value as of <br> 31 May, 2025","% of Total Holding","Quantity","Month Change <br> in Shares","Month Change <br> in Shares %","History "
"VRL Logistics Ltd","VRLLOG","539118","Industrials","784611075.6","786132000","0.64","1382331","","","/mutual-fund/holding-history/138297/1688/"
"Safari Industries (India) Ltd","SAFARI","523025","Consumer Cyclical","722028230","780799000","0.63","338345","20050","6.3","/mutual-fund/holding-history/138297/2912/"
"Timken India Ltd","TIMKEN","522113","Industrials","793627488.8","762865000","0.62","244148","","","/mutual-fund/holding-history/138297/1399/"
"Mold-tek Packaging Ltd","MOLDTKPAC","533080","Consumer Cyclical","778451956.7","733393000","0.59","1096334","","","/mutual-fund/holding-history/138297/1577/"
"Rossari Biotech Ltd Ordinary Shares","ROSSARI","543213","Basic Materials","729548130.15","708416000","0.57","1067293","","","/mutual-fund/holding-history/138297/243466/"
"Sumitomo Chemical India Ltd Ordinary Shares","SUMICHEM","542920","Basic Materials","648294255","663817000","0.54","1309950","","","/mutual-fund/holding-history/138297/182906/"
"KEC International Ltd","KEC","532714","Industrials","703414001.6","650002000","0.53","780877","","","/mutual-fund/holding-history/138297/727/"
"Latent View Analytics Ltd","LATENTVIEW","543398","Industrials","622101863.25","646498000","0.52","1553895","","","/mutual-fund/holding-history/138297/717540/"
"RHI Magnesita India Ltd","RHIM","534076","Industrials","714023519.4","634718000","0.51","1376829","","","/mutual-fund/holding-history/138297/989/"
"Devyani International Ltd","DEVYANI","543330","Consumer Cyclical","618977850.61","625925000","0.51","3734857","","","/mutual-fund/holding-history/138297/616664/"
"Go Fashion (India) Ltd","GOCOLORS","543401","Consumer Cyclical","614163513.6","620506000","0.5","729064","","","/mutual-fund/holding-history/138297/728986/"
"Rolex Rings Ltd","ROLEXRINGS","543325","Industrials","565394672.7","601814000","0.49","375453","15943","4.43","/mutual-fund/holding-history/138297/612873/"
"GMM Pfaudler Ltd","GMMPFAUDLR","505255","Industrials","588694464","597346000","0.48","527504","","","/mutual-fund/holding-history/138297/2213/"
"Vedant Fashions Ltd","MANYAVAR","543463","Consumer Cyclical","556544940.85","565157000","0.46","708839","","","/mutual-fund/holding-history/138297/816269/"
"Finolex Industries Ltd","FINPIPE","500940","Industrials","571200462.91","559983000","0.45","2566847","","","/mutual-fund/holding-history/138297/417/"
"Prudent Corporate Advisory Services Ltd","PRUDENT","543527","Financial Services","471293139.5","496021000","0.4","167989","","","/mutual-fund/holding-history/138297/888523/"
"Praj Industries Ltd","PRAJIND","522205","Industrials","503347734.3","486129000","0.39","1012874","","","/mutual-fund/holding-history/138297/1061/"
"DOMS Industries Ltd","DOMS","544045","Industrials","469050358.4","483876000","0.39","197678","96741","95.84","/mutual-fund/holding-history/138297/1819409/"
"Mrs Bectors Food Specialities Ltd Ordinary Shares","BECTORFOOD","543253","Consumer Defensive","389031145.8","408989000","0.33","280302","169394","152.73","/mutual-fund/holding-history/138297/369403/"
"Greenlam Industries Ltd","GREENLAM","538979","Consumer Cyclical","345854117.25","384213000","0.31","1454085","","","/mutual-fund/holding-history/138297/1565/"
"PNC Infratech Ltd","PNCINFRA","539150","Industrials","398366467.2","384029000","0.31","1315392","","","/mutual-fund/holding-history/138297/1717/"
"Fine Organic Industries Ltd Ordinary Shares","FINEORG","541557","Basic Materials","361936729","360696000","0.29","77057","","","/mutual-fund/holding-history/138297/92286/"
"NOCIL Ltd","NOCIL","500730","Basic Materials","328128695.77","297095000","0.24","1661327","","","/mutual-fund/holding-history/138297/950/"
"Greenpanel Industries Ltd Ordinary Shares","GREENPANEL","542857","Basic Materials","218478069.3","204860000","0.17","802933","-1186786","-59.65","/mutual-fund/holding-history/138297/170350/"
"KNR Constructions Ltd","KNRCON","532942","Industrials","182598642.03","180789000","0.15","857633","-609633","-41.55","/mutual-fund/holding-history/138297/752/"
"Arvind Ltd","ARVIND","500101","Consumer Cyclical","29202835.95","30151000","0.02","84243","","","/mutual-fund/holding-history/138297/105/"
"Awfis Space Solutions Ltd","AWFIS","544181","Industrials","8488718","8050000","0.01","12488","12488","New","/mutual-fund/holding-history/138297/2278178/"
